,Kab,Kec,Desa/Kel,No Register,No SK
0,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,7601011006001,460/10/KBM
1,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,7601011006002,460/10/KBM
2,PASANGKAYU,BAMBALAMOTU,POLEWALI,7601012003001,460/10/KBM
3,PASANGKAYU,BAMBALAMOTU,POLEWALI,7601012003002,460/10/KBM
4,PASANGKAYU,BAMBALAMOTU,POLEWALI,7601012003003,460/10/KBM
5,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,7601012004001,460/10/KBM
6,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,7601012004002,460/10/KBM
7,PASANGKAYU,BAMBALAMOTU,PANGIANG,7601012007001,460/10/KBM
8,PASANGKAYU,BAMBALAMOTU,PANGIANG,7601012007002,460/10/KBM
9,PASANGKAYU,BAMBALAMOTU,KALOLA,7601012008001,460/10/KBM
10,PASANGKAYU,BAMBALAMOTU,KALOLA,7601012008002,460/10/KBM
11,PASANGKAYU,BAMBALAMOTU,WULAI,7601012009001,460/10/KBM
12,PASANGKAYU,PASANGKAYU,PASANGKAYU,7601021001001,148.1/10/X/2021/LP
13,PASANGKAYU,PASANGKAYU,PASANGKAYU,7601021001002,148.1/10/X/2021/LP
14,PASANGKAYU,PASANGKAYU,PASANGKAYU,7601021001003,148.1/10/X/2021/LP
15,PASANGKAYU,PASANGKAYU,MARTAJAYA,7601021002001,148.1/13/I/2023/LM
16,PASANGKAYU,PASANGKAYU,MARTAJAYA,7601021002002,148.1/13/I/2023/LM
17,PASANGKAYU,PASANGKAYU,PAKAVA,7601022010001,04 Tahun 2024
18,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,7601022014001,32 Tahun 2023
19,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,7601022014002,32 Tahun 2023
20,PASANGKAYU,PASANGKAYU,AKO,7601022015001,27 tahun 2023
21,PASANGKAYU,PASANGKAYU,AKO,7601022015002,27 tahun 2023
22,PASANGKAYU,PASANGKAYU,GUNUNG SARI,7601022016001,KPT.050/20/II/2023
23,PASANGKAYU,BARAS,BARAS,7601031001002,12.3301/08/KPTS/1/2023/KLB
24,PASANGKAYU,BARAS,BARAS,7601031001003,12.3301/08/KPTS/ I / 2023/KLB
25,PASANGKAYU,BARAS,BARAS,7601031001004,12. 3301 /08 / KPTS / I / 2023 / KLB
26,PASANGKAYU,BARAS,BALANTI,7601032002001,141 / 06 /SK /1 / 2023 /DB
27,PASANGKAYU,BARAS,BALANTI,7601032002002,141 / 07 /SK /1 / 2023 /DB
28,PASANGKAYU,BARAS,BALANTI,7601032002003,141 / 08 /SK /1 / 2023 /DB
29,PASANGKAYU,BARAS,MOTU,7601032003002,18 Tahun 2023
30,PASANGKAYU,BARAS,MOTU,7601032003003,17 Tahun 2023
31,PASANGKAYU,BARAS,MOTU,7601032003004,17 Tahun 2023
32,PASANGKAYU,BARAS,BULU PARIGI,7601032012002,1421 / 03 / KPTS / III / 2023 / DB
33,PASANGKAYU,BARAS,BULU PARIGI,7601032012003,27/01/KPTS/I/2024/DB
34,PASANGKAYU,BARAS,TOWONI,7601032013001,31 / sk /III / 2023 /OTW
35,PASANGKAYU,BARAS,TOWONI,7601032013002,31 / sk /III / 2023 /OTW
36,PASANGKAYU,BARAS,KASANO,7601032016001,27 / 2023/kasano
37,PASANGKAYU,BARAS,KASANO,7601032016002,27 / 2023/kasano
38,PASANGKAYU,SARUDU,SARUDU,7601042001001,005/SK/I/2024/SARUDU
39,PASANGKAYU,SARUDU,SARUDU,7601042001002,006/SK/I/2024/SARUDU
40,PASANGKAYU,SARUDU,BULU MARIO,7601042003001,006/SK/I/2024/DBM
41,PASANGKAYU,SARUDU,KUMASARI,7601042005001,004/SK/I/2024/DKMS
42,PASANGKAYU,SARUDU,PATIKA,7601042011001,005/SK/1/2024/PTK
43,PASANGKAYU,SARUDU,DODA,7601042012001,005/SK/2024/DODA
44,PASANGKAYU,SARUDU,DODA,7601042012002,006/SK/I/2024/DODA
45,PASANGKAYU,DAPURANG,DAPURANG,7601052001004,140/069/SK/I/2023/DPG
46,PASANGKAYU,DAPURANG,DAPURANG,7601052001005,140/069/SK/I/2023/DPG
47,PASANGKAYU,DAPURANG,DAPURANG,7601052001006,140/069/SK/I/2023/DPG
48,PASANGKAYU,DAPURANG,BENGGAULU,7601052002001,140/30/SK.TPK/I/2023
49,PASANGKAYU,DAPURANG,BENGGAULU,7601052002002,140/30/SK.TPK/I/2023
50,PASANGKAYU,DAPURANG,TIRTABUANA,7601052003001,26 Tahun 2023
51,PASANGKAYU,DAPURANG,BULU BONGGU,7601052004001,31 Tahun 2023
52,PASANGKAYU,DAPURANG,BULU BONGGU,7601052004002,31 TAHUN 2023
53,PASANGKAYU,DAPURANG,SARASA,7601052005002,141/012.a/S.Kep/I/2023/D-SRS
54,PASANGKAYU,DAPURANG,SARASA,7601052005003,141/012.a/S.Kep/I/2023/D-SRS
55,PASANGKAYU,DURIPOKU,TAMMARUNANG,7601062001003,140/022/kpts/1/2023/07
56,PASANGKAYU,DURIPOKU,TAMMARUNANG,7601062001004,140/022/kpts/1/2023/07
57,PASANGKAYU,DURIPOKU,SAPTANAJAYA,7601062002003,29/TAHUN/2023
58,PASANGKAYU,DURIPOKU,SAPTANAJAYA,7601062002004,29/TAHUN/2023
59,PASANGKAYU,DURIPOKU,TARANGGI,7601062003002,140/031/KPTS-1-2023/DTO
60,PASANGKAYU,DURIPOKU,SIPAKAINGA,7601062004002,025/KPTS/TAHUN/2023
61,PASANGKAYU,BULU TABA,LILIMORI,7601072001001,11
62,PASANGKAYU,BULU TABA,KARAVE,7601072002001,140/90/KV/1/2024
63,PASANGKAYU,BULU TABA,BUKIT HARAPAN,7601072003001,029
64,PASANGKAYU,BULU TABA,KASTABUANA,7601072004002,14
65,PASANGKAYU,BULU TABA,KASTABUANA,7601072004003,15
66,PASANGKAYU,BULU TABA,SUMBER SARI,7601072005003,26
67,PASANGKAYU,BULU TABA,LELEJAE,7601072006001,17
68,PASANGKAYU,BULU TABA,OMPI,7601072007001,14
69,PASANGKAYU,TIKKE RAYA,TIKKE,7601082001001,141/KPTS/14/I/2024/DTK
70,PASANGKAYU,TIKKE RAYA,TIKKE,7601082001002,141/KPTS/14/I/2024/DTK
71,PASANGKAYU,TIKKE RAYA,TIKKE,7601082001003,141/KPTS/14/I/2024/DTK
72,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,7601082002001,23 TAHUN 2023
73,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,7601082002002,24 TAHUN 2023
74,PASANGKAYU,TIKKE RAYA,LARIANG,7601082003004,142.3/27/SK/2024/DL
75,PASANGKAYU,TIKKE RAYA,LARIANG,7601082003005,142.3/27.1/SK/2024/DL
76,PASANGKAYU,TIKKE RAYA,LARIANG,7601082003006,142.3/27.2/SK/2024/DL
77,PASANGKAYU,TIKKE RAYA,PAJALELE,7601082004001,KPTS 07/II/2023/DPJ
78,PASANGKAYU,TIKKE RAYA,PAJALELE,7601082004002,80/X/2021/DPJ
79,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,7601082005003,15 TAHUN 2024
80,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,7601082005004,16 TAHUN 2024
81,PASANGKAYU,PEDONGGA,MALEI,7601092001001,0028/01/03/2023/DML
82,PASANGKAYU,PEDONGGA,MALEI,7601092001002,0028/01/03/2023/DML
83,PASANGKAYU,PEDONGGA,PEDANDA,7601092002001,140/317/IX/2021/DP
84,PASANGKAYU,PEDONGGA,BATU OGE,7601092003001,12 TAHUN 2021
85,PASANGKAYU,PEDONGGA,BATU OGE,7601092003002,12 TAHUN 2021
86,PASANGKAYU,PEDONGGA,MARTASARI,7601092004001,11 TAHUN 2024
87,PASANGKAYU,PEDONGGA,MARTASARI,7601092004002,11 TAHUN 2024
88,PASANGKAYU,BAMBAIRA,BAMBAIRA,7601102001001,29 Tahun 2024
89,PASANGKAYU,BAMBAIRA,BAMBAIRA,7601102001002,28 Tahun 2023
90,PASANGKAYU,BAMBAIRA,KASOLOANG,7601102002001,28
91,PASANGKAYU,BAMBAIRA,TAMPAURE,7601102003001,140/II/14/SK/DST/2023
92,PASANGKAYU,BAMBAIRA,TAMPAURE,7601102003002,140/II/14/SK/DST/2023
93,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,7601102004001,12 Tahun 2024
94,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,7601102004002,
95,PASANGKAYU,SARJO,SARJO,7601112001001,001
96,PASANGKAYU,SARJO,SARJO,7601112001002,001
97,PASANGKAYU,SARJO,MAPONU,7601112002001,No 23 tahun 2023
98,PASANGKAYU,SARJO,LETAWA,7601112003003,No 23 tahun 2023
99,PASANGKAYU,SARJO,LETAWA,7601112003004,No 23 tahun 2023
100,PASANGKAYU,SARJO,SARUDE,7601112004001,19 tahun 2023
101,PASANGKAYU,LARIANG,PARABU,7601122001001,NO. 43 TAHUN 2021
102,PASANGKAYU,LARIANG,KENANGAN,7601122002001,NO. 14 TAHUN 2021
103,PASANGKAYU,LARIANG,BAJAWALI,7601122003001,22 TAHUN 2021
104,PASANGKAYU,LARIANG,SINGGANI,7601122004001,NO.18 TAHUN 2021
105,PASANGKAYU,LARIANG,KULU,7601122005001,N0.26 TAHUN 2023
106,PASANGKAYU,LARIANG,BATU MATORU,7601122006001,140 / 02.10 / SK / II / 2023 / DBM
107,PASANGKAYU,LARIANG,BAMBAKORO,7601122007001,NO/21/SK/126/2023
108,PASANGKAYU,LARIANG,BAMBAKORO,7601122007003,No.21/SK/26/2023/DBK
109,MAMUJU,MAMUJU,BINANGA,7602011002006,
110,MAMUJU,MAMUJU,BINANGA,7602011002007,
111,MAMUJU,MAMUJU,BINANGA,7602011002008,
112,MAMUJU,MAMUJU,BINANGA,7602011002009,
113,MAMUJU,MAMUJU,BINANGA,7602011002010,
114,MAMUJU,MAMUJU,MAMUNYU,7602011003002,
115,MAMUJU,MAMUJU,MAMUNYU,7602011003003,
116,MAMUJU,MAMUJU,MAMUNYU,7602011003004,
117,MAMUJU,MAMUJU,KAREMA,7602011012002,
118,MAMUJU,MAMUJU,KAREMA,7602011012003,
119,MAMUJU,MAMUJU,KAREMA,7602011012004,
120,MAMUJU,MAMUJU,KAREMA,7602011012005,
121,MAMUJU,MAMUJU,RIMUKU,7602011013003,
122,MAMUJU,MAMUJU,RIMUKU,7602011013004,
123,MAMUJU,MAMUJU,RIMUKU,7602011013005,
124,MAMUJU,MAMUJU,RIMUKU,7602011013006,
125,MAMUJU,MAMUJU,BAMBU,7602012005002,
126,MAMUJU,MAMUJU,BAMBU,7602012005003,
127,MAMUJU,MAMUJU,KARAMPUANG,7602012006003,140/SK(TPK)/3/DK/KM/2023
128,MAMUJU,MAMUJU,KARAMPUANG,7602012006004,140/SK(TPK)/3/DK/KM/2023
129,MAMUJU,MAMUJU,TADUI,7602012010002,
130,MAMUJU,MAMUJU,TADUI,7602012010003,
131,MAMUJU,MAMUJU,BATU PANNU,7602012014002,
132,MAMUJU,MAMUJU,BATU PANNU,7602012014003,
133,MAMUJU,TAPALANG,GALUNG,7602021001001,147/17/I/SK-TPK/2023/KEL-GAL
134,MAMUJU,TAPALANG,GALUNG,7602021001002,147/17/I/SK-TPK/2023/KEL-GAL
135,MAMUJU,TAPALANG,KASAMBANG,7602021002001,17.b/SK/I/2023/L-KAS
136,MAMUJU,TAPALANG,KASAMBANG,7602021002002,17.b/SK/I/2023/L-KAS
137,MAMUJU,TAPALANG,DAYANGINNA,7602021014001,147/17/I/SK-TPK/2023/KEL-DY
138,MAMUJU,TAPALANG,DAYANGINNA,7602021014002,147/17/I/SK-TPK/2023/KEL-DY
139,MAMUJU,TAPALANG,OROBATU,7602022003002,3100/32/2023
140,MAMUJU,TAPALANG,OROBATU,7602022003003,3100/32/2023
141,MAMUJU,TAPALANG,TAKANDEANG,7602022006001,16/SK/I/2024/TKD
142,MAMUJU,TAPALANG,TAKANDEANG,7602022006002,16/SK/I/2024/TKD
143,MAMUJU,TAPALANG,BELA,7602022009003,07/SK/II/2023/DSB
144,MAMUJU,TAPALANG,BELA,7602022009004,07/SK/II/2023/DSB
145,MAMUJU,TAPALANG,TAAN,7602022010001,012 TAHUN 2023
146,MAMUJU,TAPALANG,TAAN,7602022010002,012 TAHUN 2023
147,MAMUJU,TAPALANG,TAMPALANG,7602022011001,147/17/I/SK-TPK/2023/DST
148,MAMUJU,TAPALANG,TAMPALANG,7602022011002,147/17/I/SK-TPK/2023/DST
149,MAMUJU,TAPALANG,RANTEDODA,7602022012003,147/17/I/SK-TPK/2023/DRT
150,MAMUJU,TAPALANG,RANTEDODA,7602022012004,147/17/I/SK-TPK/2023/DRT
151,MAMUJU,TAPALANG,KOPEANG,7602022013001,7/SK/1/2023/DS-K
152,MAMUJU,KALUKKU,SINYONYOI,7602031001002,11/LS/III/2023
153,MAMUJU,KALUKKU,SINYONYOI,7602031001004,11/LS/III/2023
154,MAMUJU,KALUKKU,BEBANGA,7602031002004,03 tahun 2023
155,MAMUJU,KALUKKU,BEBANGA,7602031002007,03 Tahun 2023
156,MAMUJU,KALUKKU,BEBANGA,7602031002008,03 Tahun 2023
157,MAMUJU,KALUKKU,KALUKKU,7602031003009,23 Tahun 2023
158,MAMUJU,KALUKKU,KALUKKU,7602031003010,23 Tahun 2023
159,MAMUJU,KALUKKU,KALUKKU,7602031003011,23 Tahun 2023
160,MAMUJU,KALUKKU,SINYONYOI SELATAN,7602031014001,01 TAHUN 2023
161,MAMUJU,KALUKKU,SINYONYOI SELATAN,7602031014003,01 Tahun 2023
162,MAMUJU,KALUKKU,SONDOANG,7602032004001,24
163,MAMUJU,KALUKKU,SONDOANG,7602032004003,24 Tahun 2023
164,MAMUJU,KALUKKU,BERU-BERU,7602032005002,18 Tahun 2024
165,MAMUJU,KALUKKU,BERU-BERU,7602032005003,18 Januari 2024
166,MAMUJU,KALUKKU,BELANG BELANG,7602032006003,01 TAHUN 2024
167,MAMUJU,KALUKKU,BELANG BELANG,7602032006004,01 TAHUN 2024
168,MAMUJU,KALUKKU,KABULOANG,7602032007001,08 TAHUN 2023
169,MAMUJU,KALUKKU,KABULOANG,7602032007002,08 Tahun 2023
170,MAMUJU,KALUKKU,KEANG,7602032008001,21/I/TAHUN 2023
171,MAMUJU,KALUKKU,KEANG,7602032008003,21/I/TAHUN 2023
172,MAMUJU,KALUKKU,POKKANG,7602032009001,03 Tahun 2024
173,MAMUJU,KALUKKU,GULILING,7602032010001,02 Tahun 2023
174,MAMUJU,KALUKKU,UHAIMATE,7602032011001,02/DU/SK/I/2024
175,MAMUJU,KALUKKU,UHAIMATE,7602032011002,02/DU/SK/I/2024
176,MAMUJU,KALUKKU,KALUKKU BARAT,7602032012004,20 Tahun 2023
177,MAMUJU,KALUKKU,KALUKKU BARAT,7602032012005,20 Tahun 2023
178,MAMUJU,KALUKKU,PAMMULUKANG,7602032013001,16 TAHUN 2023
179,MAMUJU,KALUKKU,PAMMULUKANG,7602032013002,16 Tahun 2023
180,MAMUJU,KALUMPANG,KALUMPANG,7602042001001,001/DS-KLP/I/2023
181,MAMUJU,KALUMPANG,KARATAUN,7602042003001,17/SK-TPK/DS-KRTN/I/2023
182,MAMUJU,KALUMPANG,KARAMA,7602042004001,027/SK/I/DS-KRM/2024
183,MAMUJU,KALUMPANG,SIRAUN,7602042006001,
184,MAMUJU,KALUMPANG,TUMOGA,7602042007001,005/KTPS/DS-TM/I/2024
185,MAMUJU,KALUMPANG,SALUMAKKI,7602042010001,12/SK-TPK/DS-SM/I/2023
186,MAMUJU,KALUMPANG,POLIO,7602042011001,
187,MAMUJU,KALUMPANG,LIMBONG,7602042012001,04/DS-LMBG/I/2024
188,MAMUJU,KALUMPANG,SANDAPANG,7602042013001,05/DS-SDPG/I/2024
189,MAMUJU,KALUMPANG,KONDO BULO,7602042014003,15/SK-TPK/DS-KB/I/2023
190,MAMUJU,KALUMPANG,KONDO BULO,7602042014004,15/SK-TPK/DS-KB/I/2023
191,MAMUJU,KALUMPANG,MAKKALIKI,7602042015001,012/MKL/I/2023
192,MAMUJU,KALUMPANG,MAKKALIKI,7602042015002,012/MKL/I/2023
193,MAMUJU,KALUMPANG,BATU MAKKADA,7602042016001,
194,MAMUJU,KALUMPANG,LASA',7602042017001,17/KPD-TPK/DS-LS/I/2023
195,MAMUJU,PAPALANG,TOABO,7602072001001,007/24/SK/II/2023/DT
196,MAMUJU,PAPALANG,TOABO,7602072001002,007/24/SK/II/2023/DT
197,MAMUJU,PAPALANG,PAPALANG,7602072002001,013/26/KPTP/II/2024
198,MAMUJU,PAPALANG,BONDA,7602072003001,003/003/SKTPK/DB/I/2023
199,MAMUJU,PAPALANG,BONDA,7602072003002,003/003/SKTPK/DB/I/2023
200,MAMUJU,PAPALANG,TOPORE,7602072004001,13 Tahun 2023
201,MAMUJU,PAPALANG,SALUKAYU,7602072005001,16 TAHUN 2023
202,MAMUJU,PAPALANG,SUKADAMAI,7602072006001,10 TAHUN 2023
203,MAMUJU,PAPALANG,BODA-BODA,7602072007001,19 Tahun 2023
204,MAMUJU,PAPALANG,SISANGO,7602072008002,17 Tahun 2023
205,MAMUJU,PAPALANG,SISANGO,7602072008003,17 Tahun 2023
206,MAMUJU,PAPALANG,BATU AMPA,7602072009001,004/SK/D.BA/II/2023
207,MAMUJU,SAMPAGA,BUNDE,7602082001001,15 TAHUN 2023
208,MAMUJU,SAMPAGA,BUNDE,7602082001002,15 TAHUN 2023
209,MAMUJU,SAMPAGA,KALONDING,7602082002001,14 TAHUN 2023
210,MAMUJU,SAMPAGA,KALONDING,7602082002002,14 TAHUN 2023
211,MAMUJU,SAMPAGA,TARAILU,7602082003001,15 TAHUN 2023
212,MAMUJU,SAMPAGA,SAMPAGA,7602082004001,15 TAHUN 2023
213,MAMUJU,SAMPAGA,TANAMBUAH,7602082005001,188/22/KPTS/V/2023
214,MAMUJU,SAMPAGA,SALUBARANA,7602082006002,188/22/KPTS/1/2023
215,MAMUJU,SAMPAGA,LOSSO,7602082007001,10/SK/DL/TPK/II/TAHUN 2023
216,MAMUJU,TOMMO,TOMMO,7602112001001,19/SK/DS-TM/1/2023
217,MAMUJU,TOMMO,CAMPALOGA,7602112002002,145/17/DC/SK-TPK/1/2024
218,MAMUJU,TOMMO,CAMPALOGA,7602112002003,45/17/DC/SK-TPK/1/2024
219,MAMUJU,TOMMO,BUANA SAKTI,7602112003002,17 Tahun 2024
220,MAMUJU,TOMMO,BUANA SAKTI,7602112003003,17 tahun 2024
221,MAMUJU,TOMMO,TAMEMONGGA,7602112004001,19 Tahun 2024
222,MAMUJU,TOMMO,TAMEJARRA,7602112005002,030 Tahun 2024
223,MAMUJU,TOMMO,RANTEMARIO,7602112006001,17/TPK/DS-RM/I/2024
224,MAMUJU,TOMMO,MALINO,7602112007001,01 Tahun 2024
225,MAMUJU,TOMMO,KAKULLASANG,7602112008001,14 tahun 2024
226,MAMUJU,TOMMO,LELING,7602112009001,002/05/SK-TPK/Ds-L/2020
227,MAMUJU,TOMMO,KALEPU,7602112010001,16 Tahun 2024
228,MAMUJU,TOMMO,SANDANA,7602112011001,15/SK/I/2024
229,MAMUJU,TOMMO,LELING BARAT,7602112012001,22 Tahun 2022
230,MAMUJU,TOMMO,LELING UTARA,7602112013001,17 Tahun 2023
231,MAMUJU,TOMMO,SALUDENGEN,7602112014003,019
232,MAMUJU,TOMMO,SALUDENGEN,7602112014004,SK 019
233,MAMUJU,SIMBORO,SIMBORO,7602121001002,023/I/2023/K.SBR
234,MAMUJU,SIMBORO,SIMBORO,7602121001003,023/I/2023/K.SBR
235,MAMUJU,SIMBORO,SIMBORO,7602121001004,023/I/2023/K.SBR
236,MAMUJU,SIMBORO,RANGAS,7602121002002,001/I/2023/L-RGS
237,MAMUJU,SIMBORO,RANGAS,7602121002003,001/I/2023/L-RGS
238,MAMUJU,SIMBORO,BOTTENG,7602122003002,07/SKTPK/DS-DT/IX/2023
239,MAMUJU,SIMBORO,SALETTO,7602122004001,412/15/III/2023/DS
240,MAMUJU,SIMBORO,SALETTO,7602122004002,412/15/III/2023/DS
241,MAMUJU,SIMBORO,SUMARE,7602122005001,023/I/2023/K.SBR
242,MAMUJU,SIMBORO,BOTTENG UTARA,7602122007001,023/I/2023/K.SBR
243,MAMUJU,SIMBORO,BOTTENG UTARA,7602122007002,023/I/2023/K.SBR
244,MAMUJU,SIMBORO,TAPANDULLU,7602122008001,023/I/2023/K.SBR
245,MAMUJU,SIMBORO,TAPANDULLU,7602122008002,023/I/2023/K.SBR
246,MAMUJU,SIMBORO,PATI'DI,7602122009003,15 TAHUN 2023
247,MAMUJU,SIMBORO,PATI'DI,7602122009004,15 TAHUN 2023
248,MAMUJU,TAPALANG BARAT,DUNGKAIT,7602132001001,188.45/433/KPTS/IX/2021
249,MAMUJU,TAPALANG BARAT,LEBANI,7602132002001,188.45/433/KPTS/IX/2021
250,MAMUJU,TAPALANG BARAT,LEBANI,7602132002002,188.45/433/KPTS/IX/2021
251,MAMUJU,TAPALANG BARAT,LABUANG RANO,7602132003001,188.45/433/KPTS/IX/2021
252,MAMUJU,TAPALANG BARAT,PASABU,7602132004002,103/IV/2023/DP
253,MAMUJU,TAPALANG BARAT,TANETE PAO,7602132005001,188.45/433/KPTS/IX/2021
254,MAMUJU,TAPALANG BARAT,PANGASAAN,7602132006001,188.45/433/KPTS/IX/2021
255,MAMUJU,TAPALANG BARAT,AHU,7602132007002,18/SK/DA/I/2024
256,MAMUJU,TAPALANG BARAT,AHU,7602132007003,18/SK/DA/IV/2023
257,MAMUJU,BONEHAU,BONEHAU,7602152001002,Nomor 20 Tahun 2024
