,Kab,Kec,Desa/Kel,No Register,No SK
714,POLEWALI MANDAR,ANREAPI,KUNYI,7604132005001,440/010/DK/1/2024
715,POLEWALI MANDAR,MATAKALI,MATAKALI,7604141001001,149.3/10/KEM/2024
716,POLEWALI MANDAR,MATAKALI,MATAKALI,7604141001002,149.3/10/KEM/2024
717,POLEWALI MANDAR,MATAKALI,MATAKALI,7604141001003,149.3/10/KEM/2024
718,POLEWALI MANDAR,MATAKALI,PETAMPANUA,7604142002001,09/SK/DP/I/2024
719,POLEWALI MANDAR,MATAKALI,PETAMPANUA,7604142002002,09/SK/DP/I/2024
720,POLEWALI MANDAR,MATAKALI,PETAMPANUA,7604142002003,09/SK/DP/I/2024
721,POLEWALI MANDAR,MATAKALI,BARUMBUNG,7604142003001,03/SK/DB/II/2024
722,POLEWALI MANDAR,MATAKALI,BARUMBUNG,7604142003002,03/SK/DB/II/2024
723,POLEWALI MANDAR,MATAKALI,PASIANG,7604142004001,14/SK/DPS/2024
724,POLEWALI MANDAR,MATAKALI,PASIANG,7604142004002,14/SK/DPS/2024
725,POLEWALI MANDAR,MATAKALI,PASIANG,7604142004003,14/SK/DPS/2024
726,POLEWALI MANDAR,MATAKALI,TONROLIMA,7604142005001,010/DTL/III/2024
727,POLEWALI MANDAR,MATAKALI,TONROLIMA,7604142005002,010/DTL/III/2024
728,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,7604142006001,006/SK/01/2024
729,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,7604142006002,006/SK/01/2024
730,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,7604142007002,026/SK/DBB/3/2024
731,POLEWALI MANDAR,ALLU,PETOOSANG,7604151009001,01 TAHUN 2023
732,POLEWALI MANDAR,ALLU,MOMBI,7604152002001,05 Tahun 2023
733,POLEWALI MANDAR,ALLU,MOMBI,7604152002002,05 Tahun 2023
734,POLEWALI MANDAR,ALLU,KALUMAMMANG,7604152003001,05 Tahun 2023
735,POLEWALI MANDAR,ALLU,PAO-PAO,7604152004001,06 TAHUN 2023
736,POLEWALI MANDAR,ALLU,PAO-PAO,7604152004002,07 TAHUN 2023
737,POLEWALI MANDAR,ALLU,PUPPU URING,7604152005001,03 Tahun 2023
738,POLEWALI MANDAR,ALLU,SARAGIAN,7604152006001,04 Tahun 2023
739,POLEWALI MANDAR,ALLU,SAYOANG,7604152007002,06 Tahun  2023
740,POLEWALI MANDAR,ALLU,ALU,7604152008001,08
741,POLEWALI MANDAR,ALLU,ALU,7604152008002,07 TAHUN 2023
742,POLEWALI MANDAR,BULO,BULO,7604162001001,140/SK.TPK/01/DB/2024
743,POLEWALI MANDAR,BULO,PULLIWA,7604162002002,09 tahun 2023
744,POLEWALI MANDAR,BULO,PULLIWA,7604162002003,09 tahun 2023
745,POLEWALI MANDAR,BULO,PATAMBANUA,7604162003001,03/SK-TPK/I/2024
746,POLEWALI MANDAR,BULO,KAROMBANG,7604162004001,003/SK.TPK/DKB/I/2024
747,POLEWALI MANDAR,BULO,DAALA TIMUR,7604162005001,05/SK.TPK/Tahun 2024
748,POLEWALI MANDAR,BULO,LENGGO,7604162006001,03/SK-TPK/DL/I/2024
749,POLEWALI MANDAR,BULO,SABURA,7604162007001,02/DS/I/2024
750,POLEWALI MANDAR,BULO,SEPPORRAKI,7604162008001,552/02/DS/I/2024
751,POLEWALI MANDAR,BULO,IHING,7604162009001,002/DI/1/2024
752,MAJENE,BANGGAE,BANGGAE,7605011001009,04/2023
753,MAJENE,BANGGAE,BANGGAE,7605011001010,04/2023
754,MAJENE,BANGGAE,BANGGAE,7605011001011,04/2023
755,MAJENE,BANGGAE,BARU,7605011003009,07 Tahun 2023
756,MAJENE,BANGGAE,BARU,7605011003010,07 Tahun 2023
757,MAJENE,BANGGAE,BARU,7605011003011,07 Tahun 2023
758,MAJENE,BANGGAE,PANGALI ALI,7605011007003,13/KEP-LUR/KL-PA/I/2023
759,MAJENE,BANGGAE,PANGALI ALI,7605011007007,13/KEP-LUR/KL-PA/I/2023
760,MAJENE,BANGGAE,PANGALI ALI,7605011007008,13/KEP-LUR/KL-PA/I/2023
761,MAJENE,BANGGAE,PANGALI ALI,7605011007009,13/KEP-LUR/KL-PA/I/2023
762,MAJENE,BANGGAE,PANGALI ALI,7605011007010,13/KEP-LUR/KL-PA/I/2023
763,MAJENE,BANGGAE,PANGALI ALI,7605011007011,NOMOR : 13/KEP-LUR/KL-PA/I/2023
764,MAJENE,BANGGAE,TOTOLI,7605011009004,10 TAHUN 2023
765,MAJENE,BANGGAE,TOTOLI,7605011009005,10 TAHUN 2023
766,MAJENE,BANGGAE,TOTOLI,7605011009006,10 TAHUN 2023
767,MAJENE,BANGGAE,RANGAS,7605011010005,05 TAHUN 2023
768,MAJENE,BANGGAE,RANGAS,7605011010006,05 TAHUN 2023
769,MAJENE,BANGGAE,RANGAS,7605011010007,05 TAHUN 2023
770,MAJENE,BANGGAE,RANGAS,7605011010008,05 TAHUN 2023
771,MAJENE,BANGGAE,GALUNG,7605011013003,04/2023
772,MAJENE,BANGGAE,GALUNG,7605011013004,02 TAHUN 2023
773,MAJENE,BANGGAE,PALIPI SOREANG,7605012011003,001/11/2023
774,MAJENE,BANGGAE,PALIPI SOREANG,7605012011004,001/11/2023
775,MAJENE,BANGGAE,PAMBOBORANG,7605012012003,15/DS-P/KTPS/II/2023
776,MAJENE,BANGGAE,PAMBOBORANG,7605012012004,15/DS-PB/KTPS/II/2023
777,MAJENE,PAMBOANG,LALAMPANUA,7605021001001,06/KEP-KL/I/2024
778,MAJENE,PAMBOANG,LALAMPANUA,7605021001002,06/KEP-KL/I/2024
779,MAJENE,PAMBOANG,SIRINDU,7605021002001,01/HK/KEP-BUP/I/2023
780,MAJENE,PAMBOANG,ADOLANG,7605022003001,038/KPTS/DADH/I/2024
781,MAJENE,PAMBOANG,BABABULO,7605022004001,01/HK/KEP-BUP/I/2023
782,MAJENE,PAMBOANG,BONDE,7605022005001,01/HK/KEP-BUP/I/2023
783,MAJENE,PAMBOANG,BONDE,7605022005002,01/HK/KEP-BUP/I/2023
784,MAJENE,PAMBOANG,BETTENG,7605022006001,01/HK/KEP-BUP/I/2023
785,MAJENE,PAMBOANG,SIMBANG,7605022007001,14 TAHUN 2024
786,MAJENE,PAMBOANG,BONDE UTARA,7605022008001,32/SK-KD/I/2024
787,MAJENE,PAMBOANG,BONDE UTARA,7605022008002,32/SK-KD/I/2024
788,MAJENE,PAMBOANG,BABABULO UTARA,7605022009001,01/HK/KEP-BUP/I/2023
789,MAJENE,PAMBOANG,BUTTU PAMBOANG,7605022010001,01/HK/KEP-BUP/I/2023
790,MAJENE,PAMBOANG,BANUA ADOLANG,7605022011001,01/HK/KEP-BUP/I/2023
791,MAJENE,PAMBOANG,ADOLANG DHUA,7605022012001,15/KPTS/DADH/1/2024
792,MAJENE,PAMBOANG,TINAMBUNG,7605022013001,01/HK/KEP-BUP/I/2023
793,MAJENE,PAMBOANG,TINAMBUNG,7605022013002,01/HK/KEP-BUP/I/2023
794,MAJENE,PAMBOANG,PESULOANG,7605022014001,2/KEP-DS-PSL/I/2024
795,MAJENE,PAMBOANG,BALOMBONG,7605022015001,01/HK/KEP-BUP/I/2023
796,MAJENE,SENDANA,MOSSO,7605031001002,16 TAHUN 2024
797,MAJENE,SENDANA,MOSSO,7605031001003,16 TAHUN 2024
798,MAJENE,SENDANA,MOSSO DHUA,7605031002003,456/HK/KEP-BUP/V/2024
799,MAJENE,SENDANA,MOSSO DHUA,7605031002005,456/HK/KEP-BUP/V/2024
800,MAJENE,SENDANA,TOTOLISI SENDANA,7605032004002,456/HK/KEP-BUP/V/2024
801,MAJENE,SENDANA,TALLUBANUA,7605032007001,24 TAHUN 2024
802,MAJENE,SENDANA,LALATEDZONG,7605032015001,21 TAHUN 2024
803,MAJENE,SENDANA,BINANGA,7605032016001,TAHUN 2024
804,MAJENE,SENDANA,PUTTADA,7605032017001,30/KEP-KADES/I/2024
805,MAJENE,SENDANA,PAMINGGALAN,7605032018001,05/kep/DS-PM/2024
806,MAJENE,SENDANA,LEPPANGANG,7605032019001,10/KEP-KPL/DS-LPG/I/2024
807,MAJENE,SENDANA,PUNDAU,7605032020001,24 TAHUN 2024
808,MAJENE,SENDANA,SENDANA,7605032021001,TAHUN 2024
809,MAJENE,SENDANA,BANUA SENDANA,7605032022001,18/Kep-DBS/I/2024
810,MAJENE,SENDANA,TALLUBANUA UTARA,7605032023001,14 tAHUN 2024
811,MAJENE,SENDANA,TALLUBANUA UTARA,7605032023002,14 TAHUN 2024
812,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,7605032024001,08 TAHUN 2024
813,MAJENE,SENDANA,LIMBUA,7605032025001,TAHUN 2024
814,MAJENE,SENDANA,BUKIT SAMANG,7605032026001,06/SK/KEP-KADES/I/2024
815,MAJENE,MALUNDA,MALUNDA,7605041001001,04 TAHUN 2024
816,MAJENE,MALUNDA,MALUNDA,7605041001002,05 TAHUN 2024
817,MAJENE,MALUNDA,LAMUNGANG BATU,7605041015001,100/72/2023
818,MAJENE,MALUNDA,LAMUNGANG BATU,7605041015002,100/72/2023
819,MAJENE,MALUNDA,BAMBANGAN,7605042002002,466/07/II/2024
820,MAJENE,MALUNDA,LOMBANG,7605042004001,HK/KEP-BUP/I/2024
821,MAJENE,MALUNDA,LOMBONG,7605042005001,20 TAHUN 2024
822,MAJENE,MALUNDA,MEKKATTA,7605042006001,28/KEP-KADES/DM/II/2024
823,MAJENE,MALUNDA,MEKKATTA,7605042006002,28/KEP-KADES/DM/II/2024
824,MAJENE,MALUNDA,MALIAYA,7605042010002,20 TAHUN 2023
825,MAJENE,MALUNDA,LOMBANG TIMUR,7605042011001,10/HK/KEP-BUP/I/2022
826,MAJENE,MALUNDA,SALUTAHONGAN,7605042012001,10/HK/KEP-BUP/I/2023
827,MAJENE,MALUNDA,LOMBONG TIMUR,7605042013001,001/SK/DLT/II/2023
828,MAJENE,MALUNDA,MEKKATTA SELATAN,7605042014001,21 TAHUN 2023
829,MAJENE,MALUNDA,KAYUANGIN,7605042016001,140/01/DSK/II/2023
830,MAJENE,ULUMANDA,KABIRAAN,7605052001001,03/DSK/I/2024
831,MAJENE,ULUMANDA,SAMBABO,7605052002001,03/DSS/I/2024
832,MAJENE,ULUMANDA,TANDEALLO,7605052003001,05/DST/I/2024
833,MAJENE,ULUMANDA,ULUMANDA,7605052004001,04/DSU/I/2024
834,MAJENE,ULUMANDA,SALUTAMBUNG,7605052005001,03/DSL/I/2024
835,MAJENE,ULUMANDA,POPENGA,7605052006001,06/DSP/I/2024
836,MAJENE,ULUMANDA,SULAI,7605052007001,03/DSS/I/2024
837,MAJENE,ULUMANDA,PANGGALO,7605052008001,04/DSP/I/2024
838,MAJENE,TAMMERODO SENDANA,SEPPONG,7605062001001,19 TAHUN 2024
839,MAJENE,TAMMERODO SENDANA,TAMMERODO,7605062002001,15/SK/DS.T/I/2024
840,MAJENE,TAMMERODO SENDANA,TAMMERODO,7605062002002,15/SK/DS-T/I/2024
841,MAJENE,TAMMERODO SENDANA,ULIDANG,7605062003001,15 TAHUN 2024
842,MAJENE,TAMMERODO SENDANA,ULIDANG,7605062003002,15 TAHUN 2024
843,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,7605062004001,05/SK/I/2024
844,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,7605062004002,05/SK/I/2024
845,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,7605062005001,04/SK/DS.TU/I/2024
846,MAJENE,TAMMERODO SENDANA,MANYAMBA,7605062006001,10 TAHUN 2024
847,MAJENE,TAMMERODO SENDANA,AWO,7605062007001,001/DS-Awo/I/2024/SKKD
848,MAJENE,TUBO SENDANA,ONANG,7605072001002,05 TAHUN 2024
849,MAJENE,TUBO SENDANA,TUBO,7605072002002,03 TAHUN 2024
850,MAJENE,TUBO SENDANA,ONANG UTARA,7605072003002,03 TAHUN 2024
851,MAJENE,TUBO SENDANA,TUBO SELATAN,7605072004002,02/2024
852,MAJENE,TUBO SENDANA,BONDE BONDE,7605072005002,32/KPTS/I/2024
853,MAJENE,TUBO SENDANA,TUBO TENGAH,7605072006002,11/KTPS/I/2024
854,MAJENE,TUBO SENDANA,TUBO POANG,7605072007002,06/ TAHUN/ 2024
855,MAJENE,BANGGAE TIMUR,BAURUNG,7605081001001,09/364/2023
856,MAJENE,BANGGAE TIMUR,BAURUNG,7605081001002,09/364/2023
857,MAJENE,BANGGAE TIMUR,BAURUNG,7605081001003,09/364/2023
858,MAJENE,BANGGAE TIMUR,BARUGA,7605081002001,08/KL-BRG/II/2023
859,MAJENE,BANGGAE TIMUR,BARUGA DHUA,7605081003001,400/020/2023
860,MAJENE,BANGGAE TIMUR,LABUANG,7605081004001,005/05/KL-LB/II/2023
861,MAJENE,BANGGAE TIMUR,LABUANG,7605081004002,005/05/KL-LB/II/2023
862,MAJENE,BANGGAE TIMUR,LABUANG,7605081004003,005/05/KL-LB/II/2023
863,MAJENE,BANGGAE TIMUR,TANDE,7605081005001,05/SK/KEL.TD/II/2023
864,MAJENE,BANGGAE TIMUR,TANDE,7605081005002,05/SK/KEL-TD/II/2023
865,MAJENE,BANGGAE TIMUR,LEMBANG,7605081006001,07 Tahun 2023
866,MAJENE,BANGGAE TIMUR,LEMBANG,7605081006003,07 Tahun 2023
867,MAJENE,BANGGAE TIMUR,LEMBANG,7605081006004,07 Tahun 2023
868,MAJENE,BANGGAE TIMUR,LABUANG UTARA,7605081007001,05 Tahun 2023
869,MAJENE,BANGGAE TIMUR,LABUANG UTARA,7605081007002,05 Tahun 2023
870,MAJENE,BANGGAE TIMUR,LABUANG UTARA,7605081007003,05 Tahun 2023
871,MAJENE,BANGGAE TIMUR,TANDE TIMUR,7605081008001,08/KEL-TDT/I/2024
872,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,7605082009001,14/SK/DS.BB/II/2023
873,MAMUJU TENGAH,TOBADAK,MAHAHE,7606012001001,140/014/DS-MH/I/2024
874,MAMUJU TENGAH,TOBADAK,SALOBAJA,7606012002001,31/DS-SLBJ/1/2024
875,MAMUJU TENGAH,TOBADAK,SALOBAJA,7606012002002,31/DS-SLBJ/I/2023
876,MAMUJU TENGAH,TOBADAK,TOBADAK,7606012003002,01/SK/DS.TBD/I/2024
877,MAMUJU TENGAH,TOBADAK,TOBADAK,7606012003003,01/SK/DS.TBD/I/2024
878,MAMUJU TENGAH,TOBADAK,TOBADAK,7606012003004,"01/SK/DS,TBD/I/2024"
879,MAMUJU TENGAH,TOBADAK,TOBADAK,7606012003005,01/SK/DS.TBD/I/2024
880,MAMUJU TENGAH,TOBADAK,PALONGAAN,7606012004001,15 /2024
881,MAMUJU TENGAH,TOBADAK,PALONGAAN,7606012004003,22/2024
882,MAMUJU TENGAH,TOBADAK,BATU PARIGI,7606012005001,20/2024
883,MAMUJU TENGAH,TOBADAK,BATU PARIGI,7606012005002,20/2024
884,MAMUJU TENGAH,TOBADAK,BATU PARIGI,7606012005003,20/2024
885,MAMUJU TENGAH,TOBADAK,BATU PARIGI,7606012005004,20/2024
886,MAMUJU TENGAH,TOBADAK,BAMBADARU,7606012006001,140/21/SK.TPK/DS-BDR/I/2024
887,MAMUJU TENGAH,TOBADAK,BAMBADARU,7606012006002,140/21/SK.TPK/DS-BDR/I/2024
888,MAMUJU TENGAH,TOBADAK,SEJATI,7606012007001,015/SK/DS-SJT/I/2024
889,MAMUJU TENGAH,TOBADAK,SALOADAK,7606012008001,015/KEP/TPK/DS-SLD/III/2024
890,MAMUJU TENGAH,PANGALE,POLO PANGALE,7606022001001,17 Tahun 2024
891,MAMUJU TENGAH,PANGALE,PANGALE,7606022002001,000/007/SK/TPK/DP/I/2024
892,MAMUJU TENGAH,PANGALE,PANGALE,7606022002002,000/008/SK/TPK/DP/I/2024
893,MAMUJU TENGAH,PANGALE,SARTANAMAJU,7606022003001,29/SK/D.STM/I/2024
894,MAMUJU TENGAH,PANGALE,POLO LERENG,7606022004001,011/DS-PL/I/2024
895,MAMUJU TENGAH,PANGALE,POLO LERENG,7606022004002,010/DS-PL/I/2024
896,MAMUJU TENGAH,PANGALE,KUO,7606022005001,141/9/SKPT/I/2024/DK
897,MAMUJU TENGAH,PANGALE,POLO CAMBA,7606022006001,15 TAHUN 2024
898,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,7606022007001,016/TPK/I/2024/DLB
899,MAMUJU TENGAH,PANGALE,KOMBILING,7606022008001,11/SK-TPK/DS-K/I/2024
900,MAMUJU TENGAH,PANGALE,LEMO-LEMO,7606022009001,016/SK-TPK/DS-LM/I/2024
901,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,7606032001001,08.a TAHUN 2024
902,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,7606032001002,08.a TAHUN 2024
903,MAMUJU TENGAH,BUDONG-BUDONG,BABANA,7606032001003,08.a  TAHUN 2024
904,MAMUJU TENGAH,BUDONG-BUDONG,LUMU,7606032002001,015/SK-TPK/DLM/I/2024
905,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,7606032003001,10 TAHUN  2024
906,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,7606032004001,10 TAHUN 2024
907,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,7606032005001,814/14/02/SK/I/2024/DSK
908,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,7606032005002,814/02/02/SK/I/2024/DSK
909,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,7606032006003,09/SK/I/D-TL/2024
910,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,7606032007001,140/013/SK/I/2024/D.SLM
911,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,7606032008001,26 TAHUN 2024
912,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,7606032009001,474.4/008/SK TAHUN 2024
913,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,7606032009002,474.4/008/SK TAHUN 2024
914,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,7606032010001,18 TAHUN 2024
915,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,7606032011001,842://007/I/TPK/DLH/2024
916,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,7606042001001,145/34/II/2024/DBB
917,MAMUJU TENGAH,TOPOYO,TOPOYO,7606042002001,20 Tahun 2024
918,MAMUJU TENGAH,TOPOYO,TOPOYO,7606042002002,20 Tahun 2024
919,MAMUJU TENGAH,TOPOYO,TUMBU,7606042003001,021/I/2024
920,MAMUJU TENGAH,TOPOYO,TUMBU,7606042003002,021/I/2024
921,MAMUJU TENGAH,TOPOYO,KABUBU,7606042004001,1 tahun 2023
922,MAMUJU TENGAH,TOPOYO,WAEPUTEH,7606042005001,03/SK/2005/I/2024
923,MAMUJU TENGAH,TOPOYO,TANGKOU,7606042006001,23 Tahun 2024
924,MAMUJU TENGAH,TOPOYO,TABOLANG,7606042007001,10 Tahun 2024
925,MAMUJU TENGAH,TOPOYO,PARAILI,7606042008001,010 Tahun 2024
926,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,7606042009001,18/I/SL-DES/2023/DS-SLP
927,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,7606042010001,140/SK/17/DSP-IV/I/2023
928,MAMUJU TENGAH,TOPOYO,TAPPILINA,7606042011001,145/007/SK-TPK/I/2024/Ds-TPL
929,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,7606042012002,500/012/SK DS-BM/1/2024
930,MAMUJU TENGAH,TOPOYO,SALULEKBO,7606042013001,13 Tahun 2024
931,MAMUJU TENGAH,TOPOYO,SALULEKBO,7606042013002,13 Tahun 2024
932,MAMUJU TENGAH,TOPOYO,PANGALLOANG,7606042014001,20/014/KPTS/DS.P/I/2024
933,MAMUJU TENGAH,TOPOYO,SINABATTA,7606042015001,814/007/SK/I/2024/DS
934,MAMUJU TENGAH,KAROSSA,KAROSSA,7606052001001,16/SK-TPK/DK/2024
935,MAMUJU TENGAH,KAROSSA,KAROSSA,7606052001002,16/SK-TPK/DK/2024
936,MAMUJU TENGAH,KAROSSA,KAROSSA,7606052001003,05/SK-TPK/I/D-LIII/2024
937,MAMUJU TENGAH,KAROSSA,TASOKKO,7606052002002,16 TAHUN 2024
938,MAMUJU TENGAH,KAROSSA,TASOKKO,7606052002003,16 TAHUN 2024
939,MAMUJU TENGAH,KAROSSA,LARA,7606052003001,011/SK-TPK/I/2024/DSL
940,MAMUJU TENGAH,KAROSSA,LARA,7606052003002,05/SK-TPK/I/2-24/DSL
941,MAMUJU TENGAH,KAROSSA,KADAILA,7606052004002,24/SK-TPK/I/2024/DK
942,MAMUJU TENGAH,KAROSSA,KAYU CALLA,7606052005001,012/SK-TPK/I/2023/DKC
943,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,7606052006005,24 Tahun 2024
944,MAMUJU TENGAH,KAROSSA,BENGGAULU,7606052007004,24/SK-TPK/I/2024/DB
945,MAMUJU TENGAH,KAROSSA,BENGGAULU,7606052007005,07 TAHUN 2024
946,MAMUJU TENGAH,KAROSSA,SUKA MAJU,7606052008001,005 Tahun 2024
947,MAMUJU TENGAH,KAROSSA,SUKA MAJU,7606052008002,005 TAHUN 2024
948,MAMUJU TENGAH,KAROSSA,KAMBUNONG,7606052009003,022/SK-TPK/I/2024/DK
949,MAMUJU TENGAH,KAROSSA,KAMBUNONG,7606052009004,022/SK-TPK/I/2024/DK
950,MAMUJU TENGAH,KAROSSA,KAMBUNONG,7606052009005,022/SK-TPK/I/2024/DK
951,MAMUJU TENGAH,KAROSSA,SALUBIRO,7606052010001,03 TAHUN 2024
952,MAMUJU TENGAH,KAROSSA,SANJANGO,7606052011001,140/011/SKKD/DSJ/I/2023
